ID,LF2d_High_Fear,LF2d_High_Happy,d2LF_High_Fear,d2LF_High_Happy,LF2t_High_Fear,LF2t_High_Happy,t2LF_High_Fear,t2LF_High_Happy,LF2a_High_Fear,LF2a_High_Happy,a2LF_High_Fear,a2LF_High_Happy,LF2b_High_Fear,LF2b_High_Happy,b2LF_High_Fear,b2LF_High_Happy,LF2g_High_Fear,LF2g_High_Happy,g2LF_High_Fear,g2LF_High_Happy,HF2d_High_Fear,HF2d_High_Happy,d2HF_High_Fear,d2HF_High_Happy,HF2t_High_Fear,HF2t_High_Happy,t2HF_High_Fear,t2HF_High_Happy,HF2a_High_Fear,HF2a_High_Happy,a2HF_High_Fear,a2HF_High_Happy,HF2b_High_Fear,HF2b_High_Happy,b2HF_High_Fear,b2HF_High_Happy,HF2g_High_Fear,HF2g_High_Happy,g2HF_High_Fear,g2HF_High_Happy
230718015,-5.71537150591793e-06,-3.63980401736269e-06,-0.0616768961444541,0.0816304364004988,-1.06852006240509e-06,-7.17647051164946e-07,-0.213639586749519,0.0333299671834283,-6.87894564332991e-07,-1.98360409051989e-07,-0.393359421990766,-0.17319465535104,-1.75800849133517e-07,-9.26140969028353e-08,-0.263870085896578,0.0313264589389489,-3.41667178515077e-07,-3.34925638298037e-07,-0.297592430831908,0.431214119164323,-8.92691983378472e-06,-8.62592437556805e-06,0.0123081625022417,-0.182350225733453,-2.53923749886405e-06,-2.88915694356622e-06,0.0232554796000123,-0.314582807176577,-2.63979053936405e-07,-6.39197316703469e-07,0.0234546921350055,-0.225026987248105,-6.51619194023523e-07,-6.01454559152305e-07,0.0303235630297505,-0.393214722771176,-9.15978001116054e-07,-9.28299343424843e-07,0.0829543952361894,-1.07237763454001
230718016,5.42295098074114e-07,-9.80212799283376e-07,0.288696551822255,0.0409216220800511,4.00389995920456e-07,-3.75016601819737e-07,0.387124077663583,0.0295012311117219,8.13528069505708e-07,-4.08860047757667e-09,0.353977796684749,-0.0150543560907831,2.19670205525376e-07,-5.9453865873201e-08,0.552626643854129,0.0249950166882971,3.91540145794228e-08,-3.13079412444191e-08,1.70378047868211,0.28767878834075,-1.53516299876222e-06,-2.01754100334496e-06,-0.0593734023660975,-0.0420411622030225,-1.68561104098827e-08,-6.25304251008984e-07,-0.0902872473223188,-0.0739484121380023,4.6345702286581e-07,3.42485997926129e-07,-0.101123525780031,-0.0870869182930999,-2.4941646098867e-08,-9.79879570015316e-08,-0.131574412754948,-0.103670207983311,-2.39296161068698e-08,-8.69352948043875e-08,-0.363786246877714,-0.308186518039933
230719017,-1.08238912584323e-06,-9.09467783168135e-07,0.224370274172236,0.243003623308407,-2.12835167908792e-07,-3.32185293037896e-07,0.426615142530909,0.484529711563259,3.69851122866662e-07,1.75491202384257e-07,0.248037095126024,0.383382311380279,8.81402988572326e-08,-3.506293951697e-08,0.390912525297226,0.524319600680661,2.71077222181646e-08,-1.14989030739064e-08,0.999722944550646,1.4218680764397,-9.61310101502705e-08,-2.55488673617378e-06,-0.00741634093230749,0.0452929727952137,-1.00672852473757e-07,-4.8614070286138e-07,-0.0138621050090628,0.0930884018575193,8.67835276762966e-07,-1.93302740432754e-07,0.00200340387235919,0.085769462252514,2.40329662421017e-07,-8.82164644833323e-08,-0.0140505442021485,0.0995670280156564,5.77443632706675e-08,-2.07521888996811e-07,-0.0290908693917457,0.274303869801766
230719018,-2.38027785842275e-06,-2.80482710711385e-06,0.298538877914255,0.0388628087928303,-5.34968107943517e-07,-7.36984843588954e-07,0.333972615049206,-0.0445501979303207,1.13849026048885e-07,-1.43277840105381e-07,0.383218127371848,-0.150434286506302,-2.52170902904517e-07,-2.43566941453703e-07,0.529402013033094,-0.0882448796743635,-3.45508129966156e-08,-7.21383856284716e-08,1.21096345221987,-0.242097104189369,-1.77444508403811e-06,-1.46480603818931e-06,-0.0528064238074577,0.140241348890019,-8.42950330948467e-08,5.53456665792435e-08,-0.0441004624486096,0.270744918529319,4.38363535726463e-07,7.37459187729084e-07,-0.0512463020309797,0.321712097160516,-2.09491718653876e-07,1.87413739980665e-07,-0.0745967116172376,0.380645388182249,-4.00040429493252e-08,1.05113260223859e-07,-0.161131510279132,0.954296212206014
230719019,-3.66430280697595e-06,-4.37891778862058e-06,-0.16298565670278,0.324293261990433,1.13432853776275e-07,-6.87120372137738e-07,-0.371182414534922,0.56246444132882,1.26738811728493e-06,2.87603580331471e-07,-0.485975459571144,0.315613933469133,4.63109975419504e-07,-2.29595274997554e-07,-0.604648551045431,0.378956775479069,-1.54938244349452e-08,1.13284256174536e-08,-1.8373727069999,1.03678176701193,-6.18105836640256e-06,-8.20454877376292e-06,0.148434092310567,0.129231887980812,-5.452730354251e-07,-2.47046978548969e-06,0.260117674882913,0.240729125354455,5.40122378418762e-07,-4.32051162413362e-07,0.187049156390234,0.15056307034991,2.11079537597812e-07,-2.96453769888762e-07,0.259425933604427,0.19633847671547,-5.22272658627829e-08,-2.01388690418874e-07,0.682878588909403,0.539966129996996
230720020,-3.82471055827238e-06,-1.12852879312239e-05,0.20983427517058,0.29395885224034,1.10894711555433e-06,-1.64262267652795e-06,0.241953443765228,0.443224096743308,4.17108610544159e-06,-1.29560819990564e-06,0.187562614124857,0.347138863286753,3.39560894740168e-07,4.92259506497237e-07,0.111845774559322,0.377777403946942,-2.23545626840131e-07,-2.76962547264548e-07,0.201558001416937,1.19968060459916,-2.17324032279517e-05,-3.18989017270795e-05,0.0641237490614652,0.0443954217904131,-9.46748405895556e-07,-5.90034233368389e-06,0.0875208853659817,0.0568931941749762,4.96330800051492e-06,-1.79307753935358e-06,0.0771931407718578,0.046669527995094,-6.07813600124081e-07,-1.19265072896046e-06,0.054854055845364,0.0446333426648035,-5.68624199780795e-07,-1.14098636274782e-06,0.139599038544181,0.131720229427598
230720021,-7.240295989207e-06,-6.25349698316139e-06,0.473590169375539,0.195222239726383,-1.68560131378951e-06,-1.33176325497392e-06,0.63595868004001,0.181612893647489,-1.25090830594425e-06,-1.61433842523976e-06,0.357952370728923,0.0415172284176474,3.93021969659541e-07,1.36737433541329e-07,0.792801632326066,0.223777005305182,-3.57733150069812e-07,-2.35749941278198e-07,3.46383992233221,1.29942223373206,-5.2801466610161e-06,-6.23425394267916e-06,0.109607390063383,0.0212096510867932,-1.95010797555698e-06,-1.42023860171356e-06,0.146947177389659,0.0186770629617213,4.65647159667306e-06,1.24071916062884e-06,0.103907060531837,0.0157424848468312,1.25959839179489e-06,-6.33173400573825e-07,0.19313771857811,0.0281789714944794,-6.73709819074309e-07,-1.06978865932702e-06,0.785947188111431,0.139892519568195
230721022,1.29060368954703e-07,-5.74537798414918e-07,0.327247586621468,0.240048257956872,1.52411353859309e-07,-9.51994583132475e-08,0.602869408323701,0.394312329312489,2.60493772651103e-07,-1.30926466683211e-07,0.528187768948231,0.317471766316328,5.22884930507408e-09,-5.00039928812484e-08,0.814971026504839,0.495550393074749,-3.5455332286396e-08,-6.77311428990692e-08,2.60640006714491,1.4893656169411,1.69675288374122e-08,2.63182662229907e-07,0.1522447108464,0.157380333994963,-8.28027958743808e-08,4.49835094009189e-07,0.283328080946609,0.298516812080955,4.59186714888332e-07,4.9439415219829e-07,0.272861889052461,0.264666132976265,2.46017705740005e-08,9.42405722009727e-08,0.35489513423915,0.338306692261256,-4.54315498347245e-08,-3.51751320483086e-08,1.04071336175708,0.904602268105949
230721023,1.97613003766128e-07,-2.35867444957141e-07,0.221764290757592,0.0386576742067591,2.63496814639282e-07,-3.34004999230158e-08,0.406416548898082,-0.0288186843589748,1.71473098414602e-07,-7.35245458171143e-09,0.185823357209394,-0.103969201246208,-7.42584353389304e-09,4.62499577065813e-08,0.564010469150367,-0.00205518835673888,3.21014680488408e-08,-1.02351092040392e-08,1.38422071990688,0.107084920159576,4.4855831485738e-07,-7.03996602310618e-07,-0.149643662780275,-0.11890765757843,3.02179039916743e-07,-1.60381386021858e-07,-0.307991365031049,-0.203548423628419,4.24670135124175e-07,-4.06684799891135e-08,-0.230207450438391,-0.180683906359496,1.70670688989122e-07,-1.4471527089949e-08,-0.42633046885245,-0.282553034127565,9.04906516819519e-08,-6.87060119499691e-08,-0.985285783686541,-0.682617382683784
230721024,-5.93101628854136e-07,-1.58332223148802e-06,0.570327195742279,0.0841682421969586,3.08358553690353e-08,-5.50529754135212e-07,0.818056465817817,0.0258536568345594,-2.34110399829011e-07,2.08040648384484e-07,1.04215917958797,0.0447359683401899,-3.04738230334105e-07,-1.4758862498676e-07,1.05542557150441,-0.0219874483459481,-5.75080927543194e-08,-1.07865287434204e-07,2.70940810152532,-0.183258918050745,-7.04333360835226e-07,-7.17793992935487e-07,-0.067038381214923,0.0633376252137386,4.04678786396219e-07,6.40157445189296e-08,-0.116508916310206,0.0950974342983987,-3.81490763030789e-08,-1.5703458767973e-08,-0.145963483450757,0.145146944126415,-4.4567754166584e-07,-3.54435919778177e-07,-0.15006001598314,0.159497250448734,-1.06331571678469e-07,-1.90614436848836e-07,-0.403998497334331,0.502337852999418
230721025,-3.01162795242766e-06,-8.06142589392796e-06,0.0787373462556905,-0.144835458991654,-2.01721215878076e-06,-2.77834194276662e-06,-0.110588022514798,-0.388431668900888,4.22128695526125e-08,-9.59023644837841e-07,-0.277394507252654,-0.648802179869202,7.37292003553404e-07,-2.68535305247122e-07,-0.136838509483975,-0.620934532256467,-3.09227133514736e-07,-2.1786494120715e-07,0.235265512138717,-1.32724295752462,-6.19210391912336e-06,-1.33056861402734e-05,-0.0721998938499401,0.0229441261019776,-6.74545116231008e-07,-5.32630676535328e-06,-0.135123831055797,0.014664031394926,1.31241131415578e-06,-1.89672603187945e-06,-0.199113680996579,-0.00601329807160707,1.3376003846848e-06,-5.46676824627968e-07,-0.220303078681575,0.000659979837313803,-2.7086216120682e-07,-5.86887359953307e-07,-0.62244367569873,0.0698738959758128
230721026,-7.01451027516596e-07,-7.02007435050171e-07,-0.182969858960126,-0.100723397448712,-4.64623919556064e-07,1.38890653538389e-07,-0.389823567034124,-0.247708117059441,-1.05693252782113e-07,1.93329056693096e-07,-0.542730311240766,-0.394468332238321,-2.79223628829546e-07,6.63879316433901e-08,-0.625635188023622,-0.479345748166926,-1.48195069827789e-07,-6.28465082182508e-08,-1.43712872962982,-1.17555294945387,-1.66750760882924e-06,-1.01080149567628e-06,-0.0294318284499963,0.191772949324317,1.62351052416965e-09,6.69595448005837e-07,-0.0542143696538843,0.253188123021237,-2.94498723232809e-07,3.78162492319004e-07,-0.0750231054411417,0.286378938084764,1.39606559575028e-07,1.1383628401789e-07,-0.0918523363740128,0.391948850316245,-2.60190684148106e-07,-1.66795997975144e-07,-0.240262221457157,1.10152833507145
230722027,-7.70922579219339e-07,1.13243203872958e-05,0.0445634626534099,-0.0305332100407708,-4.46626912260072e-07,4.59603597355331e-06,0.0171863396789638,0.0145267646008307,4.64495665893679e-07,4.26848626609189e-06,-0.0543297208920336,-0.017839844773958,1.5337478816151e-07,1.92222569558426e-06,0.0411493338277055,0.0725038353790721,-1.28277612610601e-07,3.33112725421393e-07,0.0750554684781052,0.337621750136102,3.4239500801944e-07,1.42259187299923e-05,0.0404280266620839,-0.0832407859624131,-5.92539593485476e-07,8.78295447039582e-06,0.0459572397996414,-0.13919499025025,2.3672816678344e-06,7.10514544120142e-06,0.00243697301516743,-0.127203180101378,-1.70229213280161e-07,3.3552185872407e-06,0.0549940806390757,-0.166397044909878,-4.92424865956178e-07,2.69439362306685e-07,0.119360703258287,-0.468573836324461
230723029,-1.0241148074131e-06,-7.35676855472933e-07,0.321813335682425,0.227080077967459,3.78636982766339e-08,-2.29542005852144e-08,0.386654687736163,0.317560400773909,-9.24581551628805e-08,-5.26232277569313e-09,0.297186084467946,0.269440064919069,-7.57325634705105e-08,-3.75660737486143e-08,0.615941874275004,0.496172965038054,-7.54890183615673e-08,-8.18268297063426e-08,1.97966892456031,1.47775351231471,-3.57561678528723e-06,-2.38261643814182e-06,-0.113197090806463,-0.0634475005449799,-8.15331949023876e-07,-5.24913689590876e-07,-0.19952354404751,-0.12691839073406,-3.79670409629505e-07,-2.55876414362186e-07,-0.231891609626658,-0.143770404520542,-2.19173620059021e-07,-2.13950184222529e-07,-0.302138857607996,-0.179682921365947,-2.04672462519819e-07,-1.50705072495519e-07,-0.865361083465562,-0.487791684675054
230723030,-2.35903242127757e-05,-3.02732532673217e-05,0.111337779651135,0.0314836916917118,-6.76743935944519e-06,-1.01794954470655e-05,0.184247285303398,0.0167239979082681,-4.1503021427947e-06,-4.33559910323336e-06,0.0740726987778279,-0.0652244207316647,-3.45463995907023e-06,-3.37575137040295e-06,0.268836641055659,0.0729793714338405,-1.97160529569792e-06,-1.27247132800847e-06,0.75379532266875,0.282072726988966,-0.000109326521634588,-8.80652754225472e-05,-0.127765269959375,0.197992002527177,-4.67158249130509e-05,-3.82094182923306e-05,-0.245988734241404,0.360471187891709,-2.37705059201792e-05,-1.79453513585904e-05,-0.283422156601375,0.35900008641588,-2.05454511352884e-05,-1.38531600549213e-05,-0.348799431812315,0.433657356982264,-1.75550271237063e-05,-1.20530164465135e-05,-0.78117301646988,0.927729398275907
230723031,-2.03026085945321e-05,-1.71208369555246e-05,0.699372453635281,0.336397866944981,-6.11218760920808e-06,-4.29016097973885e-06,1.20338278976374,0.602876275831189,-2.77095876543952e-06,-2.11747140780647e-06,1.08715125137016,0.601980370598327,-9.57332540154205e-07,-5.79400231963797e-07,1.42241393809851,1.00494555315954,-1.32185565034265e-06,-1.35623803483209e-06,3.0951999250853,2.40882484524394,-3.85194504311758e-05,-3.30956917844697e-05,0.121168806491023,-0.0966156280740987,-1.21535833052729e-05,-1.00180832144476e-05,0.212095612577431,-0.191492379939602,-6.41252993425829e-06,-5.64646238815196e-06,0.20670050485287,-0.230459210644773,-3.92614278672758e-06,-3.38222906945512e-06,0.239296588758432,-0.299191850696489,-2.51510838525286e-06,-2.34742482577591e-06,0.49180437755744,-0.636771181879411
230723032,4.70827363780903e-07,4.06288222553697e-08,-0.0234098464111739,0.0790213322371226,6.53710915793579e-07,2.46823388815813e-06,-0.0528501980375799,0.0590180586529941,2.08087571491287e-06,2.47029491354704e-06,-0.222042727448188,-0.11769934810071,4.04120181025021e-07,3.1564475379826e-07,-0.109805193763953,0.0699080870648706,-2.3149057715296e-07,3.71492285833282e-08,0.0457741635602244,0.571849658484568,-3.06086749272785e-06,-7.32348793439126e-06,0.0612427859768239,-0.0395447139135669,5.89286013890586e-07,-8.2288931005519e-07,0.105289289375924,-0.0669495694983132,3.37033756066745e-06,7.42295624952552e-07,0.0628791379818188,-0.0714101912003136,3.78800307420033e-07,-2.84179020365177e-07,0.136113579217195,-0.106591456533359,-2.65987928617618e-07,-5.75439802836483e-07,0.512982936720425,-0.325709940246937
230723033,-2.41117516074657e-05,-5.18576934735914e-05,0.588867195657542,0.20858604805838,9.03396697852473e-06,-1.03781021549968e-05,0.877004820508931,0.317770173014137,2.08068034856743e-05,5.62069479297901e-06,0.575402312221344,0.185280951144943,-2.65695818363283e-06,-2.8180595220522e-06,0.946081866354273,0.364452798454664,-8.52043257752601e-07,-1.53602867500598e-06,2.72841856699129,1.17330117711446,-0.000181075229396242,-0.000259570590002514,-0.156576084845545,-0.155011699735663,-3.32516605731412e-05,-8.01681310703771e-05,-0.356226937522142,-0.31553717765015,3.74864370813927e-05,-3.01014463798967e-05,-0.317508401855944,-0.277070715498694,-2.44710404796879e-05,-1.18078300031637e-05,-0.396524226441923,-0.358660241989745,-5.66979701353439e-06,-1.04194335889116e-05,-1.18341858951184,-1.05719471444561
230723034,-4.47152324057929e-07,7.50030400377166e-08,0.68505940208408,0.302724918974686,1.5089093391795e-07,1.0213625557731e-07,1.18545863596763,0.482046488602674,3.4776089271887e-07,4.66940822628832e-07,1.10109894558042,0.480673578845028,8.70686362725687e-08,3.19667343474654e-08,1.4300834195727,0.669496273215731,6.25558266403027e-08,2.71314985166195e-08,3.88080371155813,1.83123831907071,-3.14193157094988e-06,-2.18125818930979e-06,-0.0328341398846387,-0.084292307274583,-2.10095796520428e-07,-9.41364684680164e-08,-0.112438628616868,-0.199526413930713,3.91067580918229e-07,4.83302796313738e-07,-0.150148884372766,-0.255586584609459,1.85921288059066e-07,2.23081940776357e-07,-0.154573252110018,-0.290053630798946,1.04258953221186e-07,1.3749000680302e-09,-0.340918046338719,-0.679885701557699
230723035,-5.65059077491342e-06,-6.32234311596737e-06,-0.0872372301039723,0.0147309431420571,-3.96453624163579e-06,-4.33598845543975e-06,-0.0702585047943011,0.16689408910568,-1.33039432625656e-06,-1.51704174476703e-06,-0.539977970710737,-0.0498884666077078,-3.44376247139209e-07,-3.96396720756458e-07,-0.480668753296561,-0.078204345762279,-2.83884512017987e-07,-2.72650046140512e-07,-1.09338331383649,0.383976299315271,-6.11212696795676e-06,-7.58969318688974e-06,0.23756988014503,0.21674705436077,-4.30038730567324e-06,-4.67223744072428e-06,0.334548935153734,0.321939765447168,-1.72055594865902e-06,-2.62109801203686e-06,0.317305972060966,0.348948800405442,-5.83258440103706e-07,-7.27227825983464e-07,0.448221593835256,0.441712685347907,-3.60615940589247e-07,-4.4377032704117e-07,1.12028631330486,1.19023263027535
230729046,-1.57105431930735e-06,-2.10139922825509e-06,0.0276957435420987,0.0678332780830686,-6.83752514076763e-07,-8.67514457407338e-07,0.0375763449392115,0.0957476917619879,-5.21421085825784e-07,-1.04068988609047e-06,0.061344782535278,0.112337971778074,-2.30261465125361e-07,-4.1156043882456e-07,-0.0407975450365402,0.0367868464861738,-3.24263533790166e-08,-1.38573057201714e-07,-0.249327769718883,0.156153249002493,-3.86745451273903e-08,-6.04303881828795e-07,0.122343479809955,0.0576706076374213,-1.53379552550647e-07,-2.55292608189883e-07,0.233687412638794,0.115221832054122,-8.86931041155948e-08,-2.58917509333001e-07,0.187411202632314,0.0885279728134949,-4.0415920674623e-08,3.14698988297817e-08,0.259213769862449,0.14384509078013,-1.40028913120926e-08,3.6157030313941e-08,0.934502063467892,0.527109723922986
